time,Outer Temperature,Outer Humidity,Outer Dew point,Inner Temperature,Inner Humidity,Inner Dew point
2024-06-10 11:05:42,24.05,45.87,11.672348989254345,27.57,37.42,11.74825576779749
2024-06-10 11:05:44,24.19,45.87,11.799670631589505,27.7,37.52,11.903983876553001
2024-06-10 11:05:45,24.04,45.85,11.656649745336601,27.64,37.56,11.866942195233143
2024-06-10 11:05:46,24.1,45.8,11.694684577579213,27.72,37.41,11.877169486688668
2024-06-10 11:05:47,24.15,45.84,11.753378008074257,27.64,37.43,11.814360173702797
2024-06-10 11:05:49,24.08,45.8,11.676498885764735,27.6,37.44,11.78294978525712
2024-06-10 11:05:50,24.11,45.8,11.703777376067677,27.76,37.56,11.973361647129002
2024-06-10 11:05:51,24.16,45.79,11.745931629030647,27.56,37.48,11.763671682993023
2024-06-10 11:05:52,24.11,45.85,11.72030825866831,27.7,37.5,11.89589381522054
2024-06-10 11:05:54,24.15,46.05,11.82266780272258,27.63,37.41,11.797392042171715
2024-06-10 11:05:55,24.15,46.07,11.82925230354701,27.6,37.44,11.78294978525712
2024-06-10 11:05:56,24.08,46.27,11.831232438217318,27.69,37.7,11.967751731766901
2024-06-10 11:05:57,24.11,46.2,11.835581751775655,27.72,37.57,11.941929482200848
2024-06-10 11:05:59,24.12,46.32,11.884032006056568,27.69,37.55,11.907243822486437
2024-06-10 11:06:00,24.18,46.17,11.889441036649615,27.7,37.71,11.980650562998614
2024-06-10 11:06:01,24.21,46.39,11.988901826971167,27.69,37.58,11.919362417944408
2024-06-10 11:06:02,24.0,46.33,11.778042220225416,27.63,37.6,11.874219363495106
2024-06-10 11:06:04,24.12,46.21,11.847966373622068,27.57,37.61,11.825032983259453
2024-06-10 11:06:05,24.07,46.3,11.831957316564676,27.56,37.61,11.816162776124306
2024-06-10 11:06:06,24.15,46.24,11.885119110567345,27.59,37.58,11.830671631276958
2024-06-10 11:06:07,24.08,46.2,11.808275027913052,27.62,37.71,11.909669371149851
2024-06-10 11:06:09,24.02,46.29,11.783159137157739,27.62,37.54,11.84112711407847
2024-06-10 11:06:10,24.07,46.32,11.838506748113458,27.69,37.72,11.975803422185434
2024-06-10 11:06:11,24.14,46.57,11.983941120336514,27.56,37.65,11.83228172354226
2024-06-10 11:06:13,24.05,48.4,12.488110318282986,27.73,37.71,12.007267882036581
2024-06-10 11:06:14,24.16,49.78,13.018383561960743,27.63,37.59,11.870184356612963
2024-06-10 11:06:15,24.14,49.56,12.932248885379577,27.57,37.63,11.833094905041142
2024-06-10 11:06:16,24.14,49.08,12.783467711532795,27.69,37.58,11.919362417944408
2024-06-10 11:06:18,24.08,48.57,12.569037431609717,27.56,37.65,11.83228172354226
2024-06-10 11:06:19,24.1,48.18,12.46442448882373,27.64,37.67,11.911309592948793
2024-06-10 11:06:20,24.04,47.8,12.288968470287514,27.59,37.67,11.866951095738004
2024-06-10 11:06:21,24.15,47.59,12.322454690073675,27.6,37.77,11.916046736322345
2024-06-10 11:06:23,24.15,47.5,12.293641191896205,27.63,37.62,11.88228654181891
2024-06-10 11:06:24,24.14,47.51,12.287712615252751,27.69,37.72,11.975803422185434
2024-06-10 11:06:25,24.05,47.41,12.173476636637474,27.59,37.71,11.883050796282387
2024-06-10 11:06:26,24.05,47.36,12.157433023441056,27.69,37.88,12.040081901159855
2024-06-10 11:06:28,24.1,47.04,12.100008411059214,27.57,37.92,11.949570566601837
2024-06-10 11:06:29,24.04,47.0,12.032355528057996,27.55,37.92,11.931812773120438
2024-06-10 11:06:30,24.12,46.98,12.098854636472133,27.59,37.97,11.987333644491178
2024-06-10 11:06:31,24.01,46.79,11.937008648362161,27.59,37.97,11.987333644491178
2024-06-10 11:06:33,24.22,46.69,12.09592692781207,27.59,37.91,11.963324333083285
2024-06-10 11:06:34,24.11,46.62,11.972898712268387,27.56,37.86,11.916659489949744
2024-06-10 11:06:35,24.05,46.46,11.866066273911208,27.56,38.03,11.984663849128976
2024-06-10 11:06:36,24.16,46.48,11.972791242730926,27.6,37.8,11.928095600962669
2024-06-10 11:06:38,24.19,46.42,11.980503942171566,27.59,37.75,11.899135459076666
2024-06-10 11:06:39,24.11,46.29,11.865099126846035,27.63,37.74,11.930610418321141
2024-06-10 11:06:40,24.12,46.25,11.861089891508348,27.6,37.84,11.944147656235627
2024-06-10 11:06:42,24.08,46.16,11.795142745168082,27.6,37.9,11.968197733560936
2024-06-10 11:06:43,24.18,46.04,11.846669402080721,27.57,37.85,11.921527786904058
2024-06-10 11:06:44,24.14,46.12,11.836602336990646,27.56,37.78,11.884564311979366
2024-06-10 11:06:45,24.21,46.06,11.880552495944334,27.5,37.73,11.811232186615733
2024-06-10 11:06:47,24.15,46.07,11.82925230354701,27.49,37.7,11.790299025888258
2024-06-10 11:06:48,24.18,45.97,11.82359443273108,27.6,37.77,11.916046736322345
2024-06-10 11:06:49,24.22,45.98,11.863279723257905,27.67,37.69,11.945980450411017
2024-06-10 11:06:50,24.11,45.91,11.740124365359057,27.62,37.71,11.909669371149851
2024-06-10 11:06:52,24.15,46.1,11.839124334475816,27.57,37.67,11.849207430215952
2024-06-10 11:06:53,24.14,45.99,11.793802021066362,27.59,37.75,11.899135459076666
2024-06-10 11:06:54,24.11,45.96,11.756620365543284,27.6,37.74,11.903989437767178
2024-06-10 11:06:56,24.08,46.17,11.798426755490903,27.55,37.61,11.807292530845732
2024-06-10 11:06:57,24.15,46.03,11.816080781990559,27.57,37.7,11.861281935401175
2024-06-10 11:06:58,24.15,46.11,11.842413753734924,27.67,37.68,11.941952813182311
2024-06-10 11:06:59,24.16,46.02,11.821884151914663,27.66,37.69,11.937108380816834
2024-06-10 11:07:01,24.14,46.11,11.833313780995049,27.63,37.7,11.914517518749006
2024-06-10 11:07:02,24.16,46.02,11.821884151914663,27.62,37.77,11.933795773504663
2024-06-10 11:07:03,24.16,45.98,11.808699076587981,27.66,37.66,11.92502348436907
2024-06-10 11:07:05,24.16,46.03,11.825178843111443,27.66,37.6,11.900828227254797
2024-06-10 11:07:06,24.11,45.9,11.736823266037693,27.57,37.72,11.869326903699335
2024-06-10 11:07:09,24.16,46.03,11.825178843111443,27.64,37.53,11.854822129821907
2024-06-10 11:07:13,24.14,46.12,11.836602336990646,27.53,37.73,11.837853468620658
2024-06-10 11:07:15,24.08,46.34,11.854159270554634,27.62,37.75,11.925757393284629
2024-06-10 11:07:18,24.15,46.24,11.885119110567345,27.55,37.7,11.843536436424994
2024-06-10 11:07:21,24.1,46.29,11.855994808512524,27.52,37.8,11.857091222263282
2024-06-10 11:07:23,24.08,46.16,11.795142745168082,27.62,37.8,11.945846315832158
2024-06-10 11:07:21,24.25,46.2,11.96300940412238,27.56,37.79,11.888579481681116
2024-06-10 11:07:24,24.11,46.0,11.769805785590263,27.59,37.71,11.883050796282387
2024-06-10 11:07:26,24.14,46.08,11.823444341653756,27.63,37.71,11.918542153325836
2024-06-10 11:07:28,24.14,46.04,11.810276279746931,27.69,37.75,11.987873909002682
2024-06-10 11:07:29,24.07,46.1,11.766325552803519,27.57,37.72,11.869326903699335
2024-06-10 11:07:31,24.15,46.05,11.82266780272258,27.69,37.79,12.003954753386854
2024-06-10 11:07:33,24.21,45.98,11.854183027498195,27.69,37.69,11.963724475382756
2024-06-10 11:07:35,24.12,45.99,11.77560762374401,27.67,37.65,11.929864249035887
2024-06-10 11:07:37,24.12,46.02,11.785492659639537,27.73,37.79,12.03945354542657
2024-06-10 11:07:38,24.18,45.91,11.803791236076504,27.69,37.72,11.975803422185434
